ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,ma5,ma20,ma60,ma20_up,ma5_flat,ret,hv20,hv60,vol_expansion,vol_ma20,vol_shrink,vol_surge,obv,obv_ma20,price_new_low,obv_not_new_low,obv_divergence,rzye,rzye_chg,rzye_ma5,north_net,north_ma5,north_sum5,score,signal
000001.SH,2023-07-04,3245.3492,3241.2305,3246.9576,3233.9895,3243.975,1.3742,0.042361608828689334,279248721.0,387115944.1,3212.6286999999998,3219.280635,,False,False,0.00042361608828689334,0.12045443303510972,,False,294464031.85,False,False,822546887.0,672620824.0,False,True,False,1500782330534.0,0.0015494825623985076,-0.0005211796814177161,,,,43.0,中性
000001.SH,2023-07-05,3222.9469,3240.0486,3241.8353,3218.6022,3245.3492,-22.4023,-0.6902893531457344,264016426.0,351234984.7,3219.34292,3218.80593,,False,False,-0.006902893531457344,0.12308039919301107,,False,293761843.0,False,False,558530461.0,671910982.0,False,True,False,1501714685030.0,0.0006212456510388265,0.00020362038223735722,,,,47.0,中性
000001.SH,2023-07-06,3205.5748,3215.8633,3229.4799,3199.7164,3222.9469,-17.3721,-0.5390129139266953,246119032.0,320808312.6,3223.98164,3219.31765,,False,False,-0.005390129139266953,0.11739446947859938,,False,290653501.0,False,False,312411429.0,674309482.0,False,True,False,1502539155446.0,0.0005490193471628935,0.0002006551053997274,,,,39.0,减仓
000001.SH,2023-07-07,3196.6092,3197.4716,3212.0472,3189.2114,3205.5748,-8.9656,-0.27968774898030624,255688469.0,313607453.2,3222.89102,3219.2601750000003,,True,True,-0.0027968774898030624,0.11784212068226325,,False,290534754.45,False,False,56722960.0,651020388.55,False,True,False,1498327156797.0,-0.002803253834506414,0.0003791844594117855,,,,55.0,中性
000001.SH,2023-07-10,3203.6958,3208.7349,3216.5348,3192.6579,3196.6092,7.0866,0.2216911594948856,236560367.0,311462495.6,3214.8351799999996,3218.76569,,True,True,0.002216911594948856,0.11671632289901743,,False,287686235.75,False,False,293283327.0,624882776.4,False,True,False,1498992423608.0,0.0004440063760322577,7.210002042521425e-05,,,,55.0,中性
000001.SH,2023-07-11,3221.3666,3211.1222,3221.6804,3200.3845,3203.6958,17.6708,0.5515754648116156,227600467.0,309950254.7,3210.0386599999997,3218.2637449999997,,False,True,0.005515754648116156,0.11669737885564736,,False,283358484.05,False,False,520883794.0,594417412.55,False,True,False,1499343077046.0,0.00023392609093786376,-0.00019101127386691452,,,,47.0,止跌
000001.SH,2023-07-12,3196.1337,3220.3758,3224.3312,3193.4366,3221.3666,-25.2329,-0.7832979953290575,271423386.0,365433182.3,3204.67602,3216.6287500000003,,False,False,-0.007832979953290575,0.11986059125876074,,False,281240431.15,False,False,249460408.0,566070101.6,False,True,False,1496526651210.0,-0.0018784398841851235,-0.0006909483809117046,,,,35.0,减仓
000001.SH,2023-07-13,3236.48,3202.6992,3238.4675,3202.6992,3196.1337,40.3463,1.2623470663946312,276620508.0,373242517.8,3210.85706,3216.76908,,False,True,0.012623470663946312,0.12849264105006156,,False,281040033.85,False,False,526080916.0,537522393.35,False,True,False,1494789324290.0,-0.0011609061012012312,-0.0010329334705845294,,,,43.0,止跌
000001.SH,2023-07-14,3237.7012,3240.9695,3248.3849,3233.9985,3236.48,1.2212,0.03773235119635121,273327494.0,368337829.1,3219.07546,3217.204705,,False,True,0.0003773235119635121,0.1283689630580951,,False,279529545.55,False,False,799408410.0,537817922.8,False,True,False,1493358020678.0,-0.000957528655537998,-0.0006637884347908462,,,,43.0,止跌
000001.SH,2023-07-17,3209.6298,3219.0162,3219.0162,3195.8862,3237.7012,-28.0714,-0.8670163880471704,250208376.0,322074497.1,3220.26226,3215.0374399999996,,False,True,-0.008670163880471704,0.12900640532168417,,False,276377176.75,False,False,549200034.0,509940245.85,False,True,False,1495578219511.0,0.0014867157120113106,-0.00045524656759503567,,,,39.0,减仓
000001.SH,2023-07-18,3197.8201,3206.786,3210.2482,3190.0049,3209.6298,-11.8097,-0.3679458609214148,235030259.0,307331649.3,3215.55296,3211.26174,,False,True,-0.003679458609214148,0.126762435475111,,False,271814597.4,False,False,314169775.0,453996963.65,False,True,False,1495693739475.0,7.724100451111937e-05,-0.00048658358488038453,,,,39.0,减仓
000001.SH,2023-07-19,3198.8358,3195.0085,3204.3612,3181.5611,3197.8201,1.0157,0.03176226204844035,217355860.0,281206091.2,3216.09338,3208.413245,,False,True,0.0003176226204844035,0.12585441371767578,,False,266294738.05,False,False,531525635.0,425309126.8,False,True,False,1495871966751.0,0.00011916027412306462,-8.706355321874693e-05,,,,39.0,减仓
000001.SH,2023-07-20,3169.522,3201.9111,3209.0554,3165.6739,3198.8358,-29.3138,-0.9163896440073538,238932891.0,302376024.1,3202.70178,3204.8711049999997,,False,False,-0.009163896440073538,0.12861525362581663,,False,263328352.8,False,False,292592744.0,399587675.2,False,True,False,1490792912237.0,-0.0033953805050785935,-0.0005339584339942194,,,,35.0,减仓
000001.SH,2023-07-21,3167.7452,3163.421,3185.6357,3157.3335,3169.522,-1.7768,-0.056058926235569295,225331363.0,280673190.4,3188.71058,3203.3633099999997,,False,False,-0.000560589262355693,0.12050396684149774,,False,259876052.35,False,False,67261381.0,377318524.05,False,True,False,1485586705452.0,-0.0034922400973773637,-0.0010409007223620924,,,,35.0,减仓
000001.SH,2023-07-24,3164.1608,3157.4694,3178.7335,3151.1252,3167.7452,-3.5844,-0.11315304021294326,216595211.0,260119088.9,3179.61678,3204.040405,,False,False,-0.0011315304021294326,0.10805907410796252,,False,255299322.35,False,False,-149333830.0,359626102.9,False,False,False,1485519158074.0,-4.546848578557139e-05,-0.0013473375619214689,,,,35.0,减仓
000001.SH,2023-07-25,3231.5213,3201.4575,3231.7486,3201.4575,3164.1608,67.3605,2.128858305810488,348617714.0,410846601.1,3186.3570200000004,3206.144335,,False,False,0.021288583058104882,0.1247564643504885,,False,258349991.7,False,True,199283884.0,344984351.1,False,True,False,1485116617690.0,-0.0002709762319874631,-0.0014169810092211853,,,,43.0,中性
000001.SH,2023-07-26,3223.0279,3228.0873,3229.8921,3212.8801,3231.5213,-8.4934,-0.26282976999099095,317206051.0,328306929.4,3191.19544,3207.82694,,False,True,-0.0026282976999099095,0.1252942117516189,,False,260398696.85,False,False,-117922167.0,328293894.15,False,True,False,1483761899425.0,-0.0009121965567304713,-0.0016232523753918926,,,,43.0,止跌
000001.SH,2023-07-27,3216.6709,3225.4763,3245.6028,3210.4699,3223.0279,-6.357,-0.19723689019259805,327118867.0,332145068.3,3200.6252200000004,3209.5414250000003,,True,False,-0.0019723689019259805,0.12523245195355592,,False,264237636.5,False,False,-445041034.0,307764497.55,False,False,False,1482351816408.0,-0.000950343190202152,-0.0011342449124166043,,,,59.0,中性
000001.SH,2023-07-28,3275.9257,3206.741,3280.2777,3200.9939,3216.6709,59.2548,1.842115710376202,411068434.0,436923617.4,3222.26132,3213.234595,,True,False,0.01842115710376202,0.1392615469854421,,False,271522064.55,False,True,-33972600.0,294519529.0,False,True,False,1479230848880.0,-0.0021054161997539067,-0.0008568801328919129,,,,59.0,中性
000001.SH,2023-07-31,3291.0398,3287.2089,3322.1291,3281.0133,3275.9257,15.1141,0.461368827748454,459030994.0,511505348.4,3247.63712,3215.587835,,True,False,0.00461368827748454,0.1327432287969918,,False,278855044.5,False,True,425058394.0,288607540.4,False,True,False,1486278846518.0,0.00476463673221561,0.00010514091070832344,,,,63.0,中性
